"CODIGO","DESCRIPCION"
"R898","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: otros hallazgos anormales, hallazgos cromosomicos anormales"",3,deis.cl"
"R899","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: hallazgos anormales, no especificados"",3,deis.cl"
"V010","V01-Y99,V01-X59,V01-V09,V01,,Peaton lesionado por colision con vehiculo de pedal: accidente no de transito,4,deis.cl"
"V011","V01-Y99,V01-X59,V01-V09,V01,,Peaton lesionado por colision con vehiculo de pedal: accidente de transito,4,deis.cl"
"V019","V01-Y99,V01-X59,V01-V09,V01,,Peaton lesionado por colision con vehiculo de pedal: accidente no especificado como de transito o no de transito,4,deis.cl"
"V020","V01-Y99,V01-X59,V01-V09,V02,,Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas: accidente no de transito,4,deis.cl"
"V021","V01-Y99,V01-X59,V01-V09,V02,,Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas: accidente de transito,4,deis.cl"
"V029","V01-Y99,V01-X59,V01-V09,V02,,Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas: accidente no especificado como de transito o no de transito,4,deis.cl"
"V030","V01-Y99,V01-X59,V01-V09,V03,,""Peaton lesionado por colision con automovil, camioneta o furgoneta: accidente no de transito"",4,deis.cl"
"V031","V01-Y99,V01-X59,V01-V09,V03,,""Peaton lesionado por colision con automovil, camioneta o furgoneta: accidente de transito"",4,deis.cl"
"V039","V01-Y99,V01-X59,V01-V09,V03,,""Peaton lesionado por colision con automovil, camioneta o furgoneta: no especificado como de transito o no de transito"",4,deis.cl"
"V040","V01-Y99,V01-X59,V01-V09,V04,,Peaton lesionado por colision con vehiculo de transporte pesado o autobus: accidente no de transito,4,deis.cl"
"V041","V01-Y99,V01-X59,V01-V09,V04,,Peaton lesionado por colision con vehiculo de transporte pesado o autobus: accidente de transito,4,deis.cl"
"V049","V01-Y99,V01-X59,V01-V09,V04,,Peaton lesionado por colision con vehiculo de transporte pesado o autobus: accidente no especificado como de transito o no de transito,4,deis.cl"
"V050","V01-Y99,V01-X59,V01-V09,V05,,Peaton lesionado por colision con tren o vehiculo de rieles: accidente no de transito,4,deis.cl"
"V051","V01-Y99,V01-X59,V01-V09,V05,,Peaton lesionado por colision con tren o vehiculo de rieles: accidente de transito,4,deis.cl"
"V059","V01-Y99,V01-X59,V01-V09,V05,,Peaton lesionado por colision con tren o vehiculo de rieles: accidente no especificado como de transito o no de transito,4,deis.cl"
"V060","V01-Y99,V01-X59,V01-V09,V06,,Peaton lesionado por colision con otros vehiculos sin motor: accidente no de transito,4,deis.cl"
"V061","V01-Y99,V01-X59,V01-V09,V06,,Peaton lesionado por colision con otros vehiculos sin motor: accidente de transito,4,deis.cl"
"V069","V01-Y99,V01-X59,V01-V09,V06,,Peaton lesionado por colision con otros vehiculos sin motor: accidente no especificado como de transito o no de transito,4,deis.cl"
"V100","V01-Y99,V01-X59,V10-V19,V10,,Ciclista lesionado por colision con peaton o animal: conductor lesionado en accidente no de transito,4,deis.cl"
"V101","V01-Y99,V01-X59,V10-V19,V10,,Ciclista lesionado por colision con peaton o animal: pasajero lesionado en accidente no de transito,4,deis.cl"
"V102","V01-Y99,V01-X59,V10-V19,V10,,""Ciclista lesionado por colision con peaton o animal: ciclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V103","V01-Y99,V01-X59,V10-V19,V10,,Ciclista lesionado por colision con peaton o animal: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V104","V01-Y99,V01-X59,V10-V19,V10,,Ciclista lesionado por colision con peaton o animal: conductor lesionado en accidente de transito,4,deis.cl"
"V105","V01-Y99,V01-X59,V10-V19,V10,,Ciclista lesionado por colision con peaton o animal: pasajero lesionado en accidente de transito,4,deis.cl"
"V109","V01-Y99,V01-X59,V10-V19,V10,,""Ciclista lesionado por colision con peaton o animal: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V110","V01-Y99,V01-X59,V10-V19,V11,,Ciclista lesionado por colision con otro ciclista: conductor lesionado en accidente no de transito,4,deis.cl"
"V111","V01-Y99,V01-X59,V10-V19,V11,,Ciclista lesionado por colision con otro ciclista: pasajero lesionado en accidente no de transito,4,deis.cl"
"V112","V01-Y99,V01-X59,V10-V19,V11,,""Ciclista lesionado por colision con otro ciclista: no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V113","V01-Y99,V01-X59,V10-V19,V11,,Ciclista lesionado por colision con otro ciclista: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V114","V01-Y99,V01-X59,V10-V19,V11,,Ciclista lesionado por colision con otro ciclista: conductor lesionado en accidente de transito,4,deis.cl"
"V115","V01-Y99,V01-X59,V10-V19,V11,,Ciclista lesionado por colision con otro ciclista: pasajero lesionado en accidente de transito,4,deis.cl"
"V119","V01-Y99,V01-X59,V10-V19,V11,,""Ciclista lesionado por colision con otro ciclista: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V120","V01-Y99,V01-X59,V10-V19,V12,,Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas: conductor lesionado en accidente no de transito,4,deis.cl"
"V121","V01-Y99,V01-X59,V10-V19,V12,,Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas: pasajero lesionado en accidente no de transito,4,deis.cl"
"V122","V01-Y99,V01-X59,V10-V19,V12,,""Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas: ciclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V123","V01-Y99,V01-X59,V10-V19,V12,,Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V124","V01-Y99,V01-X59,V10-V19,V12,,Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas: conductor lesionado en accidente de transito,4,deis.cl"
"V125","V01-Y99,V01-X59,V10-V19,V12,,Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas: pasajero lesionado en accidente de transito,4,deis.cl"
"V129","V01-Y99,V01-X59,V10-V19,V12,,""Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V130","V01-Y99,V01-X59,V10-V19,V13,,""Ciclista lesionado por colision con automovil, camioneta o furgoneta: conductor lesionado en accidente no de transito"",4,deis.cl"
"V131","V01-Y99,V01-X59,V10-V19,V13,,""Ciclista lesionado por colision con automovil, camioneta o furgoneta: pasajero lesionado en accidente no de transito"",4,deis.cl"
"V132","V01-Y99,V01-X59,V10-V19,V13,,""Ciclista lesionado por colision con automovil, camioneta o furgoneta: ciclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V133","V01-Y99,V01-X59,V10-V19,V13,,""Ciclista lesionado por colision con automovil, camioneta o furgoneta: persona lesionada al subir o bajar del vehiculo"",4,deis.cl"
"V134","V01-Y99,V01-X59,V10-V19,V13,,""Ciclista lesionado por colision con automovil, camioneta o furgoneta: conductor lesionado en accidente de transito"",4,deis.cl"
"V135","V01-Y99,V01-X59,V10-V19,V13,,""Ciclista lesionado por colision con automovil, camioneta o furgoneta: pasajero lesionado en accidente de transito"",4,deis.cl"
"V139","V01-Y99,V01-X59,V10-V19,V13,,""Ciclista lesionado por colision con automovil, camioneta o furgoneta: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V140","V01-Y99,V01-X59,V10-V19,V14,,Ciclista lesionado por colision con vehiculo de transporte pesado o autobus: conductor lesionado en accidente no de transito,4,deis.cl"
"V141","V01-Y99,V01-X59,V10-V19,V14,,Ciclista lesionado por colision con vehiculo de transporte pesado o autobus: pasajero lesionado en accidente no de transito,4,deis.cl"
"V142","V01-Y99,V01-X59,V10-V19,V14,,""Ciclista lesionado por colision con vehiculo de transporte pesado o autobus: ciclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V143","V01-Y99,V01-X59,V10-V19,V14,,Ciclista lesionado por colision con vehiculo de transporte pesado o autobus: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V144","V01-Y99,V01-X59,V10-V19,V14,,Ciclista lesionado por colision con vehiculo de transporte pesado o autobus: conductor lesionado en accidente de transito,4,deis.cl"
"V145","V01-Y99,V01-X59,V10-V19,V14,,Ciclista lesionado por colision con vehiculo de transporte pesado o autobus: pasajero lesionado en accidente de transito,4,deis.cl"
"V149","V01-Y99,V01-X59,V10-V19,V14,,""Ciclista lesionado por colision con vehiculo de transporte pesado o autobus: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V150","V01-Y99,V01-X59,V10-V19,V15,,Ciclista lesionado por colision con tren o vehiculo de rieles: conductor lesionado en accidente no de transito,4,deis.cl"
"V151","V01-Y99,V01-X59,V10-V19,V15,,Ciclista lesionado por colision con tren o vehiculo de rieles: pasajero lesionado en accidente no de transito,4,deis.cl"
"V152","V01-Y99,V01-X59,V10-V19,V15,,""Ciclista lesionado por colision con tren o vehiculo de rieles: ciclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V153","V01-Y99,V01-X59,V10-V19,V15,,Ciclista lesionado por colision con tren o vehiculo de rieles: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V154","V01-Y99,V01-X59,V10-V19,V15,,Ciclista lesionado por colision con tren o vehiculo de rieles: conductor lesionado en accidente de transito,4,deis.cl"
"V155","V01-Y99,V01-X59,V10-V19,V15,,Ciclista lesionado por colision con tren o vehiculo de rieles: pasajero lesionado en accidente de transito,4,deis.cl"
"V159","V01-Y99,V01-X59,V10-V19,V15,,""Ciclista lesionado por colision con tren o vehiculo de rieles: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V160","V01-Y99,V01-X59,V10-V19,V16,,Ciclista lesionado por colision con otros vehiculos sin motor: conductor lesionado en accidente no de transito,4,deis.cl"
"V161","V01-Y99,V01-X59,V10-V19,V16,,Ciclista lesionado por colision con otros vehiculos sin motor: pasajero lesionado en accidente no de transito,4,deis.cl"
"V162","V01-Y99,V01-X59,V10-V19,V16,,""Ciclista lesionado por colision con otros vehiculos sin motor: ciclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V163","V01-Y99,V01-X59,V10-V19,V16,,Ciclista lesionado por colision con otros vehiculos sin motor: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V164","V01-Y99,V01-X59,V10-V19,V16,,Ciclista lesionado por colision con otros vehiculos sin motor: conductor lesionado en accidente de transito,4,deis.cl"
"V165","V01-Y99,V01-X59,V10-V19,V16,,Ciclista lesionado por colision con otros vehiculos sin motor: pasajero lesionado en accidente de transito,4,deis.cl"
"V169","V01-Y99,V01-X59,V10-V19,V16,,""Ciclista lesionado por colision con otros vehiculos sin motor: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V170","V01-Y99,V01-X59,V10-V19,V17,,Ciclista lesionado por colision con objeto estacionado o fijo: conductor lesionado en accidente no de transito,4,deis.cl"
"V171","V01-Y99,V01-X59,V10-V19,V17,,Ciclista lesionado por colision con objeto estacionado o fijo: pasajero lesionado en accidente no de transito,4,deis.cl"
"V172","V01-Y99,V01-X59,V10-V19,V17,,""Ciclista lesionado por colision con objeto estacionado o fijo: ciclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V173","V01-Y99,V01-X59,V10-V19,V17,,Ciclista lesionado por colision con objeto estacionado o fijo: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V174","V01-Y99,V01-X59,V10-V19,V17,,Ciclista lesionado por colision con objeto estacionado o fijo conductor lesionado en accidente de transito,4,deis.cl"
"V175","V01-Y99,V01-X59,V10-V19,V17,,Ciclista lesionado por colision con objeto estacionado o fijo: pasajero lesionado en accidente de transito,4,deis.cl"
"V179","V01-Y99,V01-X59,V10-V19,V17,,""Ciclista lesionado por colision con objeto estacionado o fijo: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V180","V01-Y99,V01-X59,V10-V19,V18,,Ciclista lesionado en accidente de transporte sin colision: conductor lesionado en accidente no de transito,4,deis.cl"
"V181","V01-Y99,V01-X59,V10-V19,V18,,Ciclista lesionado en accidente de transporte sin colision: pasajero lesionado en accidente no de transito,4,deis.cl"
"V182","V01-Y99,V01-X59,V10-V19,V18,,""Ciclista lesionado en accidente de transporte sin colision: ciclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V183","V01-Y99,V01-X59,V10-V19,V18,,Ciclista lesionado en accidente de transporte sin colision: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V184","V01-Y99,V01-X59,V10-V19,V18,,Ciclista lesionado en accidente de transporte sin colision: conductor lesionado en accidente de transito,4,deis.cl"
"V185","V01-Y99,V01-X59,V10-V19,V18,,Ciclista lesionado en accidente de transporte sin colision: pasajero lesionado en accidente de transito,4,deis.cl"
"V189","V01-Y99,V01-X59,V10-V19,V18,,""Ciclista lesionado en accidente de transporte sin colision: ciclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V200","V01-Y99,V01-X59,V20-V29,V20,,Motociclista lesionado por colision con peaton o animal: conductor lesionado en accidente no de transito,4,deis.cl"
"V201","V01-Y99,V01-X59,V20-V29,V20,,Motociclista lesionado por colision con peaton o animal: pasajero lesionado en accidente no de transito,4,deis.cl"
"V202","V01-Y99,V01-X59,V20-V29,V20,,""Motociclista lesionado por colision con peaton o animal: motociclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V203","V01-Y99,V01-X59,V20-V29,V20,,Motociclista lesionado por colision con peaton o animal: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V204","V01-Y99,V01-X59,V20-V29,V20,,Motociclista lesionado por colision con peaton o animal: conductor lesionado en accidente de transito,4,deis.cl"
"V205","V01-Y99,V01-X59,V20-V29,V20,,Motociclista lesionado por colision con peaton o animal: pasajero lesionado en accidente de transito,4,deis.cl"
"V209","V01-Y99,V01-X59,V20-V29,V20,,""Motociclista lesionado por colision con peaton o animal: motociclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V210","V01-Y99,V01-X59,V20-V29,V21,,Motociclista lesionado por colision con vehiculo de pedal: conductor lesionado en accidente no de transito,4,deis.cl"
"V211","V01-Y99,V01-X59,V20-V29,V21,,Motociclista lesionado por colision con vehiculo de pedal: pasajero lesionado en accidente no de transito,4,deis.cl"
"V212","V01-Y99,V01-X59,V20-V29,V21,,""Motociclista lesionado por colision con vehiculo de pedal: motociclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V213","V01-Y99,V01-X59,V20-V29,V21,,Motociclista lesionado por colision con vehiculo de pedal: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V214","V01-Y99,V01-X59,V20-V29,V21,,Motociclista lesionado por colision con vehiculo de pedal: conductor lesionado en accidente de transito,4,deis.cl"
"V215","V01-Y99,V01-X59,V20-V29,V21,,Motociclista lesionado por colision con vehiculo de pedal: pasajero lesionado en accidente de transito,4,deis.cl"
"V219","V01-Y99,V01-X59,V20-V29,V21,,""Motociclista lesionado por colision con vehiculo de pedal: motociclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V220","V01-Y99,V01-X59,V20-V29,V22,,Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas: conductor lesionado en accidente no de transito,4,deis.cl"
"V221","V01-Y99,V01-X59,V20-V29,V22,,Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas: pasajero lesionado en accidente no de transito,4,deis.cl"
"V222","V01-Y99,V01-X59,V20-V29,V22,,""Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas: motociclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V223","V01-Y99,V01-X59,V20-V29,V22,,Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas: persona lesionada al subir o bajar del vehiculo,4,deis.cl"
"V224","V01-Y99,V01-X59,V20-V29,V22,,Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas: conductor lesionado en accidente de transito,4,deis.cl"
"V225","V01-Y99,V01-X59,V20-V29,V22,,Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas: pasajero lesionado en accidente de transito,4,deis.cl"
"V229","V01-Y99,V01-X59,V20-V29,V22,,""Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas: motociclista no especificado, lesionado en accidente de transito"",4,deis.cl"
"V230","V01-Y99,V01-X59,V20-V29,V23,,""Motociclista lesionado por colision con automovil, camioneta o furgoneta: conductor lesionado en accidente no de transito"",4,deis.cl"
"V231","V01-Y99,V01-X59,V20-V29,V23,,""Motociclista lesionado por colision con automovil, camioneta o furgoneta: pasajero lesionado en accidente no de transito"",4,deis.cl"
"V232","V01-Y99,V01-X59,V20-V29,V23,,""Motociclista lesionado por colision con automovil, camioneta o furgoneta: motociclista no especificado, lesionado en accidente no de transito"",4,deis.cl"
"V233","V01-Y99,V01-X59,V20-V29,V23,,""Motociclista lesionado por colision con automovil, camioneta o furgoneta: persona lesionada al subir o bajar del vehiculo"",4,deis.cl"
"V234","V01-Y99,V01-X59,V20-V29,V23,,""Motociclista lesionado por colision con automovil, camioneta o furgoneta: conductor lesionado en accidente de transito"",4,deis.cl"
"V235","V01-Y99,V01-X59,V20-V29,V23,,""Motociclista lesionado por colision con automovil, camioneta o furgoneta: pasajero lesionado en accidente de transito"",4,deis.cl"
